,Provider Number,FYB,FYE,STATUS,CTRL_TYPE,HOSP10_Name,Street_Addr,PO_Box,City,State,Zip_Code,County,Hospital Adult and Peds Staffed Beds,Hospital Adult and Peds Bed Days Available,Hospital Adult and Peds Inpatient Days,Intensive Care Unit Staffed Beds,Intensive Care Unit Bed Days Available,Intensive Care Unit Inpatient Days,Coronary Care Unit Staffed Beds,Coronary Care Unit Bed Days Available,Coronary Care Unit Inpatient Days,Burn ICU Staffed Beds,Burn ICU Bed Days Available,Burn ICU Inpatient Days,Surgical ICU Staffed Beds,Surgical ICU Bed Days Available,Surgical ICU Inpatient Days,Total Staffed Beds,Total Bed Days Available,Total Inpatient Days,ICU Total Staffed Beds,ICU Total Bed Days Available,ICU Total Inpatient Days,ICU Occupancy Rate,Total Bed Occupancy Rate,geometry
5596,450654,01-OCT-17,30-SEP-18,Amended,11,STARR COUNTY MEMORIAL HOSPITAL,128 NORTH FM 1367,#78,RIO GRANDE CITY,TX,78582-0078,STARR,48.0,17520.0,3214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,17520.0,3431.0,0.0,0.0,0.0,0.0,0.19583333333333333,POINT (-98.8581585 26.3764698)
5605,450672,01-FEB-18,31-JAN-19,As Submitted,4,MEDICAL CITY FORT WORTH,900 EIGHTH,NaN,FORT WORTH,TX,76104,TARRANT,156.0,52065.0,40145.0,44.0,12693.0,9833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,64758.0,49978.0,44.0,12693.0,9833.0,0.7746789569053809,0.7717656505759906,POINT (-97.3454042 32.7359562)
5637,450775,01-OCT-17,30-SEP-18,Amended,4,KINGWOOD MEDICAL CENTER,22999 HIGHWAY 59 NORTH,NaN,KINGWOOD,TX,77339-,HARRIS,406.0,103461.0,76675.0,42.0,8630.0,7663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,125233.0,97625.0,42.0,8630.0,7663.0,0.8879490150637311,0.779546924532671,POINT (-95.20999999999999 30.07)
5644,450801,01-JUL-18,30-JUN-19,As Submitted,1,CHRISTUS ST MICHAEL,2600 ST MICHAEL DRIVE,NaN,TEXARKANA,TX,75503,BOWIE,290.0,105850.0,50084.0,32.0,11680.0,1833.0,16.0,5840.0,2210.0,0.0,0.0,0.0,8.0,2920.0,2205.0,354.0,129210.0,62657.0,56.0,20440.0,6248.0,0.3056751467710372,0.4849237675102546,POINT (-94.07452929999999 33.4635719)
5663,450845,01-JAN-18,28-DEC-18,As Submitted,5,EL PASO SPECIALTY HOSPITAL,1755 CURIE  SUITE A,NaN,EL PASO,TX,79902,EL PASO,31.0,11222.0,1061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11222.0,1061.0,0.0,0.0,0.0,0.0,0.0945464266619141,POINT (-106.5022298 31.7734955)
5670,450860,01-JAN-18,31-DEC-18,As Submitted,5,MEMORIAL HERMANN FIRST COLONY,1211 HIGHWAY 6  SUITE 70,NaN,SUGAR LAND,TX,77478,FORT BEND,6.0,2190.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2190.0,852.0,0.0,0.0,0.0,0.0,0.38904109589041097,POINT (-95.6899231 29.5648769)
5671,450862,01-JUL-18,30-JUN-19,As Submitted,2,ST. LUKES THE WOODLANDS HOSPITAL,17200 ST LUKES WAY,4546,THE WOODLANDS,TX,77384,MONTGOMERY,163.0,59495.0,35666.0,43.0,15695.0,7157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,78840.0,48950.0,43.0,15695.0,7157.0,0.4560050971647021,0.6208777270421106,POINT (-95.45828729999999 30.205524)
5673,450865,01-JUL-18,30-JUN-19,As Submitted,2,ASCENSION SETON SOUTHWEST,7900 FM 1826,NaN,AUSTIN,TX,78737-,TRAVIS,28.0,11590.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,11590.0,655.0,0.0,0.0,0.0,0.0,0.05651423641069888,POINT (-97.89151680000001 30.2268407)
5682,450880,01-JAN-18,31-DEC-18,As Submitted,5,BAYLOR SURGICAL HOSPITAL AT FORT WOR,750 12TH AVENUE,NaN,FORT WORTH,TX,76104,NaN,26.0,9490.0,3629.0,4.0,1460.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10950.0,3685.0,4.0,1460.0,56.0,0.038356164383561646,0.3365296803652968,POINT (-97.34903949999999 32.7369557)
5683,450883,01-JAN-18,31-DEC-18,As Submitted,5,BAYLOR MEDICAL CENTER AT TROPHY CLUB,2850 SOUTH HIGHWAY 114 E,NaN,TROPHY CLUB,TX,76262,DENTON,22.0,8030.0,2456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8030.0,2456.0,0.0,0.0,0.0,0.0,0.3058530510585305,POINT (-97.22 33.01)
5692,450894,01-JAN-18,31-DEC-18,As Submitted,5,PINE CREEK MEDICAL CENTER,9032 HARRY HINES BOULEVARD,NaN,DALLAS,TX,75077,DALLAS,15.0,5475.0,1799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5475.0,1799.0,0.0,0.0,0.0,0.0,0.32858447488584475,POINT (-96.8683228 32.8409462)
5694,451301,01-OCT-17,30-SEP-18,Settled,11,REAGAN MEMORIAL HOSPITAL,1300 N MAIN AVE,NaN,BIG LAKE,TX,76932-3938,REAGAN,7.0,2555.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2555.0,192.0,0.0,0.0,0.0,0.0,0.075146771037182,POINT (-101.4611434 31.2039923)
5705,451312,01-JAN-18,31-DEC-18,Amended,11,RICE MEDICAL CENTER,1700 BRAZOS,NaN,EAGLE LAKE,TX,76567,COLORADO,21.0,7665.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7665.0,705.0,0.0,0.0,0.0,0.0,0.09197651663405088,POINT (-96.34533399999999 29.5877183)
5706,451313,01-JAN-18,31-DEC-18,Amended,11,FISHER COUNTY HOSPITAL DISTRICT,774 STATE HIGHWAY 70,DRAWER F,ROTAN,TX,79546,FISHER,14.0,5110.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5110.0,579.0,0.0,0.0,0.0,0.0,0.11330724070450097,POINT (-100.4359816 32.8339587)
5711,451318,01-OCT-17,30-SEP-18,As Submitted,11,STONEWALL MEMORIAL HOSPITAL,HIGHWAY #83 & NORTH WASHINGTON AVE.,DRAWER C,ASPERMONT,TX,79502-,STONEWALL,20.0,7300.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7300.0,1025.0,0.0,0.0,0.0,0.0,0.1404109589041096,POINT (-100.2290849 33.1505578)
5713,451320,01-OCT-17,30-SEP-18,As Submitted,11,BAYSIDE COMMUNITY HOSPITAL,200 HOSPTIAL DRIVE,NaN,ANAHUAC,TX,77514,CHAMBERS,14.0,5110.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5110.0,341.0,0.0,0.0,0.0,0.0,0.06673189823874755,POINT (-94.6870285 29.7529173)
5719,451326,01-JUL-18,22-JUL-19,As Submitted,11,CHILLICOTHE HOSPITAL DISTRICT,303 AVENUE I,370,CHILLICOTHE,TX,79225-,HARDEMAN,21.0,8127.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8127.0,65.0,0.0,0.0,0.0,0.0,0.007998031253845208,POINT (-99.515642 34.25498330000001)
5720,451328,01-JAN-18,31-DEC-18,Amended,4,RICELAND MEDICAL CENTER,538 BROADWAY,NaN,WINNIE,TX,77665,CHAMBERS,25.0,9125.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,1058.0,0.0,0.0,0.0,0.0,0.11594520547945206,POINT (-94.3764638 29.8196804)
5729,451338,01-APR-18,31-MAR-19,As Submitted,4,CULBERSON HOSPITAL,EISENHOWER RD & FM 2185,609,VAN HORN,TX,79855-,CULBERSON,14.0,5110.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5110.0,1044.0,0.0,0.0,0.0,0.0,0.20430528375733856,POINT (-104.8271297 31.0492215)
5733,451342,01-OCT-17,30-SEP-18,As Submitted,9,MITCHELL COUNTY HOSPITAL,997 WEST I-20,NaN,COLORADO CITY,TX,79512-,MITCHELL,25.0,9125.0,1426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,2975.0,0.0,0.0,0.0,0.0,0.32602739726027397,POINT (-100.8758158 32.4067159)
5752,451361,01-JAN-18,31-DEC-18,As Submitted,4,PREFERRED HOSPITAL LEASING HEMPHILL,2301 STATE HIGHWAY 83W,750,HEMPHILL,TX,75948,SABINE,25.0,9125.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,1314.0,0.0,0.0,0.0,0.0,0.144,POINT (-93.846852 31.3407403)
5755,451364,01-JUL-18,30-JUN-19,As Submitted,11,OTTO KAISER MEMORIAL HOSPITAL,ROUTE 1,450,KENEDY,TX,78119-9718,KARNES,25.0,9125.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,1457.0,0.0,0.0,0.0,0.0,0.15967123287671234,POINT (-97.8785299 28.850927)
5768,451378,01-OCT-17,30-SEP-18,Amended,4,BIG BEND REGIONAL MED CTR,2600 HIGHWAY 118 NORTH,NaN,ALPINE,TX,79830-,BREWSTER,22.0,8030.0,1941.0,3.0,1095.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,3197.0,3.0,1095.0,130.0,0.1187214611872146,0.35035616438356165,POINT (-103.6707317 30.3840103)
5772,451382,01-JAN-18,31-DEC-18,Amended,2,COMANCHE COUNTY MEDICAL CENTER,10201 HIGHWAY 16 NORTH,NaN,COMANCHE,TX,76442-,COMANCHE,25.0,9125.0,2078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,2667.0,0.0,0.0,0.0,0.0,0.29227397260273974,POINT (-98.56170830000001 31.9843408)
5777,451389,01-JAN-18,31-DEC-18,Amended,10,PECOS COUNTY MEMORIAL HOSPITAL,386 W IH-10,NaN,FORT STOCKTON,TX,79735,PECOS,25.0,9125.0,1429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,2073.0,0.0,0.0,0.0,0.0,0.22717808219178082,POINT (-102.8806338 30.9056565)
5779,451391,01-JAN-18,31-DEC-18,As Submitted,2,FRIO REGIONAL HOSPITAL,200 S. IH 35,NaN,PEARSALL,TX,78061,FRIO,24.0,8760.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8760.0,1990.0,0.0,0.0,0.0,0.0,0.2271689497716895,POINT (-99.1171511 28.8966611)
5791,452031,01-JUL-18,30-JUN-19,As Submitted,5,PAM SPECIALITY HOSP OF LUFKIN,1201 FRANK STREET,NaN,LUFKIN,TX,75902,ANGELINA,26.0,9490.0,6486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9490.0,6486.0,0.0,0.0,0.0,0.0,0.6834562697576396,POINT (-94.74212209999999 31.3363231)
5799,452040,07-JUN-18,31-AUG-18,As Submitted,4,SAN ANTONIO-AMG SPECIALTY HOSPITAL,718 LEXINGTON AVE.,NaN,SAN ANTONIO,TX,78212,DE KALB,30.0,2580.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2580.0,115.0,0.0,0.0,0.0,0.0,0.044573643410852716,POINT (-98.4931203 29.4377102)
5800,452041,01-JAN-18,31-DEC-18,As Submitted,5,CARRUS SPECIALTY HOSPITAL,1810 WEST HIGHWAY 82,NaN,SHERMAN,TX,78092-7378,GRAYSON,15.0,5309.0,4516.0,9.0,3653.0,2583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8962.0,7099.0,9.0,3653.0,2583.0,0.7070900629619491,0.7921222941307744,POINT (-96.5890299 33.6655023)
5818,452067,01-JUN-18,14-JUN-19,As Submitted,4,PROMISE HOSPITAL OF DALLAS,7850 BROOKHOLLOW ROAD,NaN,DALLAS,TX,75235,DALLAS,66.0,24090.0,5512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,24090.0,5512.0,0.0,0.0,0.0,0.0,0.22880863428808634,POINT (-96.862071 32.832703)
5821,452073,01-JUN-18,31-MAY-19,As Submitted,4,KINDRED HOSPITAL SAN ANTONIO CENTRAL,111 DALLAS STREET  4TH FLOOR,NaN,SAN ANTONIO,TX,78205,BEXAR,44.0,16060.0,10411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,16060.0,10411.0,0.0,0.0,0.0,0.0,0.6482565379825653,POINT (-98.49269179999999 29.4336772)
5834,452088,01-SEP-18,31-AUG-19,As Submitted,4,KINDRED HOSPITAL FORT WORTH,815 EIGHTH AVENUE,NaN,FORT WORTH,TX,76104,TARRANT,59.0,21535.0,11117.0,8.0,2920.0,2540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,24455.0,13657.0,8.0,2920.0,2540.0,0.8698630136986302,0.558454303823349,POINT (-97.3432897 32.73621050000001)
5837,452092,01-SEP-18,30-MAY-19,As Submitted,5,POST ACUTE MEDICAL CORPUS,6226 SARATOGA BLVD,NaN,CORPUS CHRISTI,TX,78414,NUECES,74.0,20128.0,5926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,20128.0,5926.0,0.0,0.0,0.0,0.0,0.2944157392686804,POINT (-97.395319 27.7894401)
5855,452112,01-FEB-18,31-JAN-19,As Submitted,4,ICON HOSPITAL,19211 MCKAY BLVD,NaN,HUMBLE,TX,77338,HARRIS,54.0,19710.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,19710.0,2100.0,0.0,0.0,0.0,0.0,0.106544901065449,POINT (-95.27619850000001 29.99871)
5859,452117,01-MAY-18,19-OCT-18,Amended,2,CONTINUECARE HOSPITAL OF MILAND,4214 ANDREWS HIGHWAY  4TH FLOOR,NaN,MIDLAND,TX,79703,MIDLAND,29.0,4988.0,2066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4988.0,2066.0,0.0,0.0,0.0,0.0,0.41419406575781875,POINT (-102.1347579 32.0040359)
5881,453059,01-JAN-18,31-DEC-18,As Submitted,4,ENCOMPASS HEALTH REHABILITATION HOSP,18550 IH 45 SOUTH,NaN,CONROE,TX,77384,MONTGOMERY,84.0,30660.0,7817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,30660.0,7817.0,0.0,0.0,0.0,0.0,0.25495759947814745,POINT (-95.45448 30.18584)
5929,454101,01-JAN-18,31-DEC-18,As Submitted,4,ALLEGIANCE BEHAVIORAL CTR OF PLAINVI,2601 DIMMITT ROAD  SUITE 400,NaN,PLAINVIEW,TX,79072,HALE,20.0,0.0,3796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7280.0,3796.0,0.0,0.0,0.0,0.0,0.5214285714285715,POINT (-101.732656 34.206576)
5937,454111,01-JAN-18,31-DEC-18,As Submitted,4,TEXAS STAR RECOVERY,1106 WEST DITTMAR ROAD,NaN,AUSTIN,TX,78745,TRAVIS,28.0,10220.0,6387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,10220.0,6387.0,0.0,0.0,0.0,0.0,0.6249510763209394,POINT (-97.80580139999999 30.1887632)
5968,454143,01-JAN-19,01-JUL-19,As Submitted,4,MAGNOLIA BEHAVIORAL HOSPT. OF E. TE,22 BERMUDA LANE,NaN,LONGVIEW,TX,75605,GREGG,76.0,19988.0,5409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,19988.0,5409.0,0.0,0.0,0.0,0.0,0.27061236742045225,POINT (-94.76399000000001 32.56442)
6018,462004,01-FEB-19,14-JUN-19,As Submitted,4,PROMISE HOSPITAL OF SALT LAKE,8TH AVENUE C STREET,NaN,SALT LAKE CITY,UT,84143,EAST CARROLL PARISH,41.0,14965.0,10884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,14965.0,10884.0,0.0,0.0,0.0,0.0,0.7272970263949214,POINT (-111.8794644 40.7789254)
6025,464001,01-JUL-18,30-JUN-19,As Submitted,10,UTAH STATE HOSPITAL,1300 E CENTER STREET,NaN,PROVO,UT,84606,NaN,341.0,124465.0,109531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,124465.0,109531.0,0.0,0.0,0.0,0.0,0.8800144618969188,POINT (-111.635296 40.2346584)
6049,480001,01-OCT-17,30-SEP-18,As Submitted,1,ROY L SCHNEIDER HOSPITAL,9048 SUGAR ESTATE,NaN,ST. THOMAS,VI,00801,U.S. VIRGIN ISLANDS,99.0,36135.0,9349.0,8.0,2920.0,1599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,39055.0,12391.0,8.0,2920.0,1599.0,0.5476027397260274,0.3172705159390603,POINT (-64.97439 18.34812)
6065,490022,01-JAN-18,31-DEC-18,As Submitted,2,MARY WASHINGTON HOSPITAL,1001 SAM PERRY BLVD,NaN,FREDERICKSBURG,VA,22401,SPOTSYLVANIA,378.0,137970.0,90469.0,0.0,0.0,0.0,26.0,9490.0,8227.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,153665.0,107500.0,26.0,9490.0,8227.0,0.8669125395152792,0.699573748088374,POINT (-77.6742 38.1881)
6067,490024,01-OCT-17,30-SEP-18,As Submitted,2,CARILION MEDICAL CENTER,BELLEVUE AVE. AT JEFFERSON ST.,P.O.BOX 1,ROANOKE,VA,24033,NaN,486.0,177390.0,132129.0,36.0,13140.0,11507.0,24.0,8760.0,7875.0,0.0,0.0,0.0,11.0,4015.0,3571.0,637.0,232505.0,182888.0,71.0,25915.0,22953.0,0.8857032606598495,0.7865981376744586,POINT (-79.9409256 37.2656958)
6078,490045,01-JAN-18,31-DEC-18,As Submitted,2,NOVANT HEALTH PRINCE WILLIAM MEDICAL,8700 SUDLEY ROAD,2610,MANASSAS,VA,20110,PRINCE WILLIAM,73.0,26645.0,14775.0,11.0,4015.0,3108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,34310.0,22302.0,11.0,4015.0,3108.0,0.7740971357409714,0.650014573010784,POINT (-77.473354 38.725419)
6080,490048,01-JAN-18,31-DEC-18,Amended,4,LEWIS GALE MEDICAL CENTER,1900 ELECTRIC ROAD,NaN,SALEM,VA,24153,ROANOKE,294.0,107310.0,69759.0,24.0,8760.0,5945.0,12.0,4380.0,2660.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,120450.0,80502.0,36.0,13140.0,8605.0,0.6548706240487062,0.6683437110834372,POINT (-80.034301 37.247878)
6087,490063,01-JAN-18,31-DEC-18,As Submitted,2,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,NaN,FALLS CHURCH,VA,22042-3307,FAIRFAX,565.0,206225.0,166318.0,106.0,38690.0,24708.0,24.0,8760.0,6092.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0,293095.0,245297.0,130.0,47450.0,30800.0,0.649104320337197,0.8369197700404306,POINT (-77.2281251 38.8573966)
6091,490075,01-JAN-18,31-DEC-18,As Submitted,4,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN,NaN,DANVILLE,VA,24541-,PITTSYLVANIA,261.0,95265.0,46273.0,34.0,12410.0,7112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,107675.0,55320.0,34.0,12410.0,7112.0,0.5730862207896857,0.5137682841885303,POINT (-79.400047 36.828382)
6102,490098,01-JUL-18,30-JUN-19,As Submitted,2,COMMUNITY MEMORIAL HOSPITAL,1755 N MECKLENBURG AVENUE,NaN,SOUTH HILL,VA,23970,MECKLENBURG,56.0,20440.0,12309.0,0.0,0.0,0.0,10.0,3650.0,2045.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,24090.0,14559.0,10.0,3650.0,2045.0,0.5602739726027397,0.6043586550435865,POINT (-78.1055573 36.7503981)
6147,492008,01-JAN-18,31-DEC-18,As Submitted,4,SSH - HAMPTON ROADS,254 CHESAPEAKE AVE. 4TH FLOOR,NaN,NEWPORT NEWS,VA,23607,NEWPORT NEWS,25.0,9125.0,6803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,6803.0,0.0,0.0,0.0,0.0,0.7455342465753425,POINT (-76.4833383 37.0634596)
6157,493032,01-JUN-18,31-MAY-19,As Submitted,4,ENCOMPASS HEALTH REHABILITATION HOSP,300 PARK HILL DRIVE,NaN,FREDERICKSBURG,VA,22401,SPOTSYLVANIA,58.0,21170.0,18238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,21170.0,18238.0,0.0,0.0,0.0,0.0,0.861502125649504,POINT (-77.6742 38.1881)
6159,493034,01-JUN-18,31-MAY-19,As Submitted,5,REHABILITATION HOSPITAL OF BRISTOL,103 NORTH STREET,NaN,BRISTOL,VA,24201,WASHINGTON,25.0,9125.0,7799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,7799.0,0.0,0.0,0.0,0.0,0.8546849315068493,POINT (-82.12 36.63)
6166,494017,01-JUL-18,30-JUN-19,As Submitted,10,SOUTHERN VIRGINIA MENTAL HEALTH INST,382 TAYLOR DRIVE,NaN,DANVILLE,VA,24541-4023,PITTSYLVANIA,72.0,26280.0,22600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,26280.0,22600.0,0.0,0.0,0.0,0.0,0.8599695585996956,POINT (-79.400047 36.828382)
6181,500012,01-JAN-18,31-DEC-18,As Submitted,4,YAKIMA REGIONAL MEDICAL & CARDIAC CE,110 SOUTH NINTH AVENUE,NaN,YAKIMA,WA,98902,YAKIMA,113.0,37750.0,15394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,37750.0,15394.0,0.0,0.0,0.0,0.0,0.4077880794701987,POINT (-120.5475946 46.5933881)
6198,500044,01-JAN-18,31-DEC-18,As Submitted,2,DEACONESS MEDICAL CENTER,800 WEST FIFTH AVENUE,NaN,SPOKANE,WA,99210-0248,SPOKANE,184.0,67160.0,44756.0,35.0,12775.0,5342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,97455.0,55792.0,35.0,12775.0,5342.0,0.41816046966731896,0.5724898671181571,POINT (-117.4235336 47.6517794)
6203,500053,04-AUG-18,31-DEC-18,As Submitted,11,TRIOS HEALTH,900 SOUTH AUBURN ST,NaN,KENNEWICK,WA,99336,BENTON,87.0,13050.0,5848.0,14.0,2100.0,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,16650.0,8347.0,14.0,2100.0,1128.0,0.5371428571428571,0.5013213213213213,POINT (-119.1189847 46.1991722)
6214,500119,01-JAN-18,31-DEC-18,As Submitted,2,VALLEY HOSPITAL & MEDICAL CENTER,12606 EAST MISSION,P.O. BOX,SPOKANE,WA,99210-,SPOKANE,113.0,41245.0,18625.0,10.0,3650.0,2632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,44895.0,22252.0,10.0,3650.0,2632.0,0.7210958904109589,0.4956453948101125,POINT (-117.4346 47.6516)
6265,501992,01-OCT-17,30-SEP-18,As Submitted,1,SUNRISE HAVEN,24423 100TH AVE SE,NaN,KENT,WA,98030,KING,3.0,1095.0,991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1095.0,991.0,0.0,0.0,0.0,0.0,0.9050228310502283,POINT (-122.208177 47.38267)
6282,510002,01-MAY-18,30-APR-19,Amended,4,GREENBRIER VALLEY MEDICAL CENTER,1320 MAPLEWOOD AVENUE,497,RONCEVERTE,WV,24970,GREENBRIER,80.0,29200.0,8179.0,12.0,4380.0,2276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,33580.0,12402.0,12.0,4380.0,2276.0,0.5196347031963471,0.3693269803454437,POINT (-80.46523999999999 37.7683729)
6284,510007,01-OCT-17,30-SEP-18,As Submitted,1,ST. MARYS MEDICAL CENTER  INC.,2900 FIRST AVENUE,NaN,HUNTINGTON,WV,25702-,CABELL,306.0,111690.0,73364.0,12.0,4380.0,4013.0,12.0,4380.0,3909.0,0.0,0.0,0.0,20.0,7300.0,6346.0,350.0,127750.0,88318.0,44.0,16060.0,14268.0,0.8884184308841843,0.6913346379647749,POINT (-82.4452 38.4192)
6296,510039,01-JAN-18,31-DEC-18,As Submitted,6,OHIO VALLEY GENERAL HOSPITAL,2000 EOFF STREET,NaN,WHEELING,WV,26003,OHIO,104.0,37960.0,10600.0,15.0,5475.0,2334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,43435.0,13555.0,15.0,5475.0,2334.0,0.4263013698630137,0.3120755151375619,POINT (-80.72117280000001 40.0600463)
6297,510046,01-JUL-18,30-JUN-19,As Submitted,12,PRINCETON COMMUNITY HOSPITAL,TWELFTH STREET,1369,PRINCETON,WV,24774-,MERCER,78.0,28470.0,18628.0,0.0,0.0,0.0,11.0,4015.0,3650.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,32485.0,23645.0,11.0,4015.0,3650.0,0.9090909090909091,0.7278744035708788,POINT (-81.11302080000002 37.36292419999999)
6308,510072,01-JUL-18,30-JUN-19,As Submitted,12,WETZEL COUNTY HOSPITAL,3 EAST BENJAMIN DRIVE,NaN,NEW MARTINSVILLE,WV,26155,WETZEL,43.0,15695.0,932.0,5.0,1825.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,17520.0,1993.0,5.0,1825.0,163.0,0.08931506849315068,0.11375570776255708,POINT (-80.86 39.65)
