hospital_name,hospital_ownership,hospital_type,lat,lng,address,city,location,county_name,emergency_services,geocode_accuracy,geocode_flag,statecountyfips,cbsa_name,cbsa_code,phone_number,state,url,zip_code,provider_id_int,provider_id_raw,RPT_REC_NUM,PRVDR_CTRL_TYPE_CD,PRVDR_NUM,RPT_STUS_CD,filed_date,fy_start_date,fy_end_date,source_year,days_in_period,most_recent,acute_beds_0700,icu_beds_0800,extra_0899_infped,extra_0899_adult,all_adult_icu_beds,coronary_beds_0900,extra_0999_infped,extra_0999_adult,burn_beds_1000,extra_1099_infped,extra_1099_adult,surg_icu_beds_1100,extra_1199_infped,extra_1199_adult,oth_spec_beds_1200,extra_1299_infped,extra_1299_adult,subtotal_acute_beds_1400,subprovider_ipf_beds_1600,subprovider_irf_beds_1700,subprovider_oth_beds_1800,skilled_nursing_beds_1900,nursing_fac_beds_2000,oth_longterm_beds_2100,hospice_beds_2400,all_beds_2700,labor_delivery_beds_3200,acute_bed_days_0700,icu_bed_days_0800,extra_days_0899_infped,extra_days_0899_adult,all_adult_icu_bed_days,coronary_bed_days_0900,extra_days_0999_infped,extra_days_0999_adult,burn_bed_days_1000,extra_days_1099_infped,extra_days_1099_adult,oth_spec_bed_days_1100,extra_days_1199_infped,extra_days_1199_adult,oth_spec_bed_days_1200,extra_days_1299_infped,extra_days_1299_adult,subtotal_acute_bed_days_1400,subprovider_ipf_bed_days_1600,subprovider_irf_bed_days_1700,subprovider_oth_bed_days_1800,skilled_nursing_bed_days_1900,nursing_fac_bed_days_2000,oth_longterm_bed_days_2100,hospice_bed_days_2400,obs_bed_days_2800,labor_delivery_bed_days_3200,all_adult_icu_utilization,subtotal_acute_utilization,interns_residents,payroll_employees
ALBANY MEDICAL CENTER HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,42.6532540,-73.7738600,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",ALBANY,,ALBANY,TRUE,,0,36001,"Albany-Schenectady-Troy, NY",10580,(518) 262-2400,NY,https://data.medicare.gov/resource/xubh-q36u/row-sggw.e236~c5a3,12208,330013,330013,649473,2,330013,1,2019-05-29,2018-01-01,2018-12-31,2018,364,t,585,65,,20,85,17,,,,,,,,,60,,,747,26,20,,,,,,793,12,164549,20496,,4439,24935,4943,,,,,,,,,16044,,,214165,7711,4839,,,,,,8060,,80.0000,78.0000,383.8400,5122.0000
JERSEY CITY MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.7166660,-74.0499520,355 GRAND STREET,JERSEY CITY,,HUDSON,TRUE,,0,34017,"New York-Newark-Jersey City, NY-NJ-PA",35620,(201) 915-2000,NJ,https://data.medicare.gov/resource/xubh-q36u/row-vsib-vwyd~5p7u,7302,310074,310074,649804,2,310074,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,197,18,,,18,16,,,,,,,,,41,,,272,36,,,,,,,308,,55722,1837,,,1837,3062,,,,,,,,,6762,,,70853,9668,,,,,,,4725,,28.0000,71.0000,79.7500,2200.1500
MONMOUTH MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.2954480,-73.9835980,300 SECOND AVENUE,LONG BRANCH,,MONMOUTH,TRUE,,0,34025,"New York-Newark-Jersey City, NY-NJ-PA",35620,(732) 222-5200,NJ,https://data.medicare.gov/resource/xubh-q36u/row-vczu~xqdt-zpma,7740,310075,310075,649805,2,310075,1,2019-05-28,2018-01-01,2018-12-31,2018,364,t,225,23,,,23,,,,,,,,,,31,,,279,63,,,,,,,342,,45849,1654,,,1654,,,,,,,,,,7658,,,66681,16292,,,,,,,2655,,19.0000,65.0000,110.7700,1929.8000
LANDMARK MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,42.0053200,-71.4962100,115 CASS AVENUE,WOONSOCKET,,PROVIDENCE,TRUE,,0,44007,"Providence-Warwick, RI-MA",39300,(401) 769-4100,RI,https://data.medicare.gov/resource/xubh-q36u/row-ywvs_4dtp_6u43,2895,410011,410011,649821,2,410011,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,107,16,,,16,,,,,,,,,,,,,123,18,,,,,,,141,,17613,2544,,,2544,,,,,,,,,,,,,21106,5335,,,,,,,995,,43.0000,47.0000,,650.1000
PHELPS HEALTH,Government - Local,Acute Care Hospitals,37.9514420,-91.7849930,1000 W 10TH ST,ROLLA,,PHELPS,TRUE,,0,29161,"Rolla, MO",40620,(573) 458-8899,MO,https://data.medicare.gov/resource/xubh-q36u/row-peg4_q7re-c685,65401,260017,260017,649918,2,260017,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,154,18,,,18,,,,,,,,,,,,,172,20,30,,20,,,,242,,15341,2441,,,2441,,,,,,,,,,,,,19524,5930,4534,,3372,,,,1615,,37.0000,31.0000,,1126.5000
SUMMERLIN HOSPITAL MEDICAL CENTER,Proprietary,Acute Care Hospitals,36.1796380,-115.3157760,657 TOWN CENTER DRIVE,LAS VEGAS,,CLARK,TRUE,,0,32003,"Las Vegas-Henderson-Paradise, NV",29820,(702) 233-7500,NV,https://data.medicare.gov/resource/xubh-q36u/row-bs37~asjj.ux8i,89144,290041,290041,649924,4,290041,1,2019-05-29,2018-01-01,2018-12-31,2018,364,t,248,59,63,,59,,,,,,,,,,,,,370,,31,,,,,,401,,66309,18269,19347,,18269,,,,,,,,,,,,,111894,,8965,,,,,,11616,,85.0000,83.0000,2.3300,1802.6600
CAPE REGIONAL MEDICAL CENTER INC,Voluntary non-profit - Private,Acute Care Hospitals,39.0875407,-74.8169302,TWO STONE HARBOR BLVD,CAPE MAY COURT HOUSE,,CAPE MAY,TRUE,ROOFTOP,1,34009,"Ocean City, NJ",36140,(609) 463-2000,NJ,https://data.medicare.gov/resource/xubh-q36u/row-rka3_zh3w_qfu4,8210,310011,310011,649928,2,310011,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,133,16,,,16,,,,,,,,,,,,,149,,,,,,,,149,,20308,3238,,,3238,,,,,,,,,,,,,24371,,,,,,,,2643,,55.0000,44.0000,,773.3600
F F THOMPSON HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,42.8755910,-77.2881980,350 PARRISH STREET,CANANDAIGUA,,ONTARIO,TRUE,,0,36069,"Rochester, NY",40380,(585) 396-6000,NY,https://data.medicare.gov/resource/xubh-q36u/row-qa4b_r99p_twxe,14424,330074,330074,649937,2,330074,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,106,7,,,7,,,,,,,,,,,,,113,,,,178,,,,291,,18747,907,,,907,,,,,,,,,,,,,21085,,,,63096,,,,,,35.0000,51.0000,,1218.4000
HCA HOUSTON HEALTHCARE CONROE,Proprietary,Acute Care Hospitals,30.2840220,-95.4687220,504 MEDICAL CENTER BLVD,CONROE,,MONTGOMERY,TRUE,,0,48339,"Houston-The Woodlands-Sugar Land, TX",26420,(936) 539-1111,TX,https://data.medicare.gov/resource/xubh-q36u/row-wuyf_gfkh-wkwb,77304,450222,450222,649957,4,450222,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,222,38,,,38,,,,,,,,,,16,,,276,,20,,,,,,296,10,49616,8934,,,8934,,,,,,,,,,2519,,,63472,,5164,,,,,,10157,,64.0000,63.0000,20.3900,1030.9000
ST DAVID'S MEDICAL CENTER,Proprietary,Acute Care Hospitals,30.2904470,-97.7258700,919 E 32ND ST,AUSTIN,,TRAVIS,TRUE,,0,48453,"Austin-Round Rock-Georgetown, TX",12420,(512) 476-7111,TX,https://data.medicare.gov/resource/xubh-q36u/row-s66n.b7wg~aqf3,78705,450431,450431,649961,5,450431,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,370,70,,,70,,,,,,,,,,65,,,505,,83,,,,,,588,,90675,14708,,,14708,,,,,,,,,,15446,,,130982,,25630,,,,,,3774,,57.0000,71.0000,,2477.2700
USMD HOSPITAL AT ARLINGTON L P,Physician,Acute Care Hospitals,32.6791510,-97.1159710,801 W INTERSTATE 20,ARLINGTON,,TARRANT,TRUE,,0,48439,"Dallas-Fort Worth-Arlington, TX",19100,(817) 472-3400,TX,https://data.medicare.gov/resource/xubh-q36u/row-hc6u~w7qj-g9et,76017,450872,450872,649967,5,450872,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,30,4,,,4,,,,,,,,,,,,,34,,,,,,,,34,,4104,349,,,349,,,,,,,,,,,,,4453,,,,,,,,821,,23.0000,35.0000,,275.5300
CEDAR CITY HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,37.7005910,-113.0639850,1303 NORTH MAIN STREET,CEDAR CITY,,IRON,TRUE,,0,49021,"Cedar City, UT",16260,(435) 868-5800,UT,https://data.medicare.gov/resource/xubh-q36u/row-v2cb~88mw~jehb,84721,460007,460007,649976,2,460007,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,42,6,,,6,,,,,,,,,,,,,48,,,,,,,,48,7,4446,777,,,777,,,,,,,,,,,,,6551,,,,,,,,840,,35.0000,37.0000,,321.3200
LOGAN REGIONAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.7574610,-111.8228770,500 EAST 1400 NORTH,LOGAN,,CACHE,TRUE,,0,49005,"Logan, UT-ID",30860,(435) 716-1000,UT,https://data.medicare.gov/resource/xubh-q36u/row-248k.jdp3-ibnu,84341,460015,460015,649977,2,460015,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,83,14,,,14,,,,,,,,,,33,,,130,7,,,14,,,,151,15,10187,1602,,,1602,,,,,,,,,,2096,,,17036,2065,,,2921,,,,1015,,31.0000,36.0000,,779.9200
PROCTOR HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,40.7524960,-89.5932540,5409 N KNOXVILLE AVE,PEORIA,,PEORIA,TRUE,,0,17143,"Peoria, IL",37900,(309) 691-1000,IL,https://data.medicare.gov/resource/xubh-q36u/row-sr89.kd8m_xz9a,61614,140013,140013,650121,2,140013,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,93,16,,,16,,,,,,,,,,,,,109,18,,,43,,,,170,,12241,1611,,,1611,,,,,,,,,,,,,13852,3682,,,9444,,,,2333,,27.0000,34.0000,,589.7000
ALLEN HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,42.5257530,-92.3377580,1825 LOGAN AVENUE,WATERLOO,,BLACK HAWK,TRUE,,0,19013,"Waterloo-Cedar Falls, IA",47940,(319) 235-3941,IA,https://data.medicare.gov/resource/xubh-q36u/row-ffm4.rxar_ycnb,50703,160110,160110,650262,2,160110,1,2019-06-04,2018-01-01,2018-12-31,2018,364,t,168,12,7,,12,,,,,,,,,,,,,187,,12,,,,,,199,2,27445,2173,1546,,2173,,,,,,,,,,,,,33116,,2145,,,,,,4198,,49.0000,48.0000,7.7400,1240.5800
FINLEY HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,42.4954130,-90.6875730,350 NORTH GRANDVIEW AVENUE,DUBUQUE,,DUBUQUE,TRUE,,0,19061,"Dubuque, IA",20220,(563) 582-1881,IA,https://data.medicare.gov/resource/xubh-q36u/row-3qez.jxzt~cwbx,52001,160117,160117,650263,2,160117,1,2019-06-04,2018-01-01,2018-12-31,2018,364,t,77,10,,,10,,,,,,,,,,,,,87,9,10,,,,,,106,,12571,1762,,,1762,,,,,,,,,,,,,16165,2502,1883,,,,,,1590,,48.0000,51.0000,,674.7300
HENRY FORD WEST BLOOMFIELD HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,42.5414510,-83.4094330,6777 WEST MAPLE ROAD,WEST BLOOMFIELD,,OAKLAND,TRUE,,0,26125,"Detroit-Warren-Dearborn, MI",19820,(248) 325-1000,MI,https://data.medicare.gov/resource/xubh-q36u/row-aeyy-pnv9.pr6k,48322,230302,230302,650281,2,230302,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,155,36,,,36,,,,,,,,,,,,,191,,,,,,,,191,36,34747,9839,,,9839,,,,,,,,,,,,,46082,,,,,,,,,,75.0000,66.0000,12.7100,1711.5800
MEMORIAL HOSPITAL WEST,Government - Hospital District or Authority,Acute Care Hospitals,26.0132810,-80.3094570,703 N FLAMINGO RD,PEMBROKE PINES,,BROWARD,TRUE,,0,12011,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,(954) 436-5000,FL,https://data.medicare.gov/resource/xubh-q36u/row-fm4e~wg84.85pf,33028,100281,100281,654881,11,100281,1,2019-10-01,2018-05-01,2019-04-30,2018,364,t,434,32,,,32,,,,,,,,,,20,,,486,,,,,,,,486,,87153,9267,,,9267,,,,,,,,,,3993,,,108612,,,,,,,,28427,,79.0000,61.0000,20.1800,2446.1300
MOUNTAIN VIEW HOSPITAL,Proprietary,Acute Care Hospitals,40.0446330,-111.7152570,1000 EAST 100 NORTH,PAYSON,,UTAH,TRUE,,0,49049,"Provo-Orem, UT",39340,(801) 465-7100,UT,https://data.medicare.gov/resource/xubh-q36u/row-gwva_dch9_3jcr,84651,460013,460013,657556,4,460013,1,2019-01-29,2017-09-01,2018-08-31,2017,364,t,100,12,,,12,,,,,,,,,,12,,,124,,,,,,,,124,2,8884,1535,,,1535,,,,,,,,,,245,,,11627,,,,,,,,583,,35.0000,25.0000,,269.2000
SAINT LUKE'S EAST HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,38.9405510,-94.3784430,100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,,JACKSON,TRUE,,0,29095,"Kansas City, MO-KS",28140,(816) 347-5000,MO,https://data.medicare.gov/resource/xubh-q36u/row-tac7~fp3t_nbrc,64086,260216,260216,650288,2,260216,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,168,16,,,16,,,,,,,,,,,,,184,,,,,,,,184,5,45385,4605,,,4605,,,,,,,,,,,,,55824,,,,,,,,5049,,79.0000,83.0000,,1118.0000
ST PATRICK HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,46.8739050,-113.9998910,500 W BROADWAY,MISSOULA,,MISSOULA,TRUE,,0,30063,"Missoula, MT",33540,(406) 543-7271,MT,https://data.medicare.gov/resource/xubh-q36u/row-44i5~53xu-fjn4,59806,270014,270014,650294,1,270014,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,134,24,,,24,,,,,,,,,,,,,158,30,,,,,,,188,,34530,5141,,,5141,,,,,,,,,,,,,40779,7547,,,,,,,2052,,58.0000,70.0000,20.9100,1186.5200
ASTRIA TOPPENISH HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,46.3713500,-120.3166820,502 W FOURTH AVE,TOPPENISH,,YAKIMA,TRUE,,0,53077,"Yakima, WA",49420,(509) 865-1520,WA,https://data.medicare.gov/resource/xubh-q36u/row-pw49~vzsk_k73d,98948,500037,500037,650424,4,500037,1,2019-06-04,2018-01-01,2018-12-31,2018,364,t,18,7,,,7,,,,,,,,,,,,,25,,,,,,,,25,,1596,1450,,,1450,,,,,,,,,,,,,3333,,,,,,,,689,,56.0000,36.0000,,125.8400
GUNDERSEN LUTHERAN MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,43.7947480,-91.2462190,1910 SOUTH AVE,LA CROSSE,,LA CROSSE,TRUE,,0,55063,"La Crosse-Onalaska, WI-MN",29100,(608) 782-7300,WI,https://data.medicare.gov/resource/xubh-q36u/row-wmmy-ymuh_228f,54601,520087,520087,650431,2,520087,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,211,24,18,,24,,,,,,,,,,,,,253,,16,,,,,,269,6,54665,5189,3077,,5189,,,,,,,,,,,,,65878,,5224,,,,,,5593,,59.0000,71.0000,55.0200,3558.3400
ST AGNES HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,43.7786910,-88.4311790,430 E DIVISION ST,FOND DU LAC,,FOND DU LAC,TRUE,,0,55039,"Fond du Lac, WI",22540,(920) 929-2300,WI,https://data.medicare.gov/resource/xubh-q36u/row-86tc.e78h.8kd6,54935,520088,520088,650432,1,520088,1,2019-05-31,2018-07-01,2018-12-31,2018,183,t,103,12,,,12,,,,,,,,,,,,,115,16,5,,,,,,136,,8975,1601,,,1601,,,,,,,,,,,,,11565,1805,554,,,,,,3177,,72.0000,54.0000,,2006.4300
WATERBURY HOSPITAL,Proprietary,Acute Care Hospitals,41.5582690,-73.0586080,64 ROBBINS ST,WATERBURY,,NEW HAVEN,TRUE,,0,09009,"New Haven-Milford, CT",35300,(203) 573-6000,CT,https://data.medicare.gov/resource/xubh-q36u/row-na88_kufh.6cuk,6721,70005,70005,650439,4,70005,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,193,20,,,20,,,,,,,,,,,,,213,30,,,,,,,243,,36152,4680,,,4680,,,,,,,,,,,,,44830,9336,,,,,,,3821,,64.0000,57.0000,44.3000,1040.0000
PALOS COMMUNITY HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.6689550,-87.8159760,12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,,COOK,TRUE,,0,17031,"Chicago-Naperville-Elgin, IL-IN-WI",16980,(708) 923-4000,IL,https://data.medicare.gov/resource/xubh-q36u/row-cy85.hwud_yn83,60463,140062,140062,650451,2,140062,1,2019-06-21,2018-01-01,2018-12-31,2018,364,t,353,24,,,24,,,,,,,,,,,,,377,36,,,,,,,413,28,75042,6483,,,6483,,,,,,,,,,,,,82791,5365,,,,,,,9582,,74.0000,60.0000,,2150.8000
EAST JEFFERSON GENERAL HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,30.0141620,-90.1814680,4200 HOUMA BLVD,METAIRIE,,JEFFERSON,TRUE,,0,22051,"New Orleans-Metairie, LA",35380,(504) 454-4000,LA,https://data.medicare.gov/resource/xubh-q36u/row-4i6x.birx_qsve,70006,190146,190146,650473,11,190146,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,251,29,,,29,12,17,,,,,,,,,,,309,12,24,,49,,,,394,,42636,4995,,,4995,2066,2644,,,,,,,,,,,54116,3790,3800,,9438,,,,2075,,47.0000,48.0000,30.0200,1654.6300
CARNEY HOSPITAL,Proprietary,Acute Care Hospitals,42.2781080,-71.0664420,2100 DORCHESTER AVENUE,BOSTON,,SUFFOLK,TRUE,,0,25025,"Boston-Cambridge-Newton, MA-NH",14460,(617) 506-2000,MA,https://data.medicare.gov/resource/xubh-q36u/row-nhy8.nh8q_gagk,2124,220017,220017,650485,4,220017,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,100,10,,,10,,,,,,,,,,,,,110,16,,,,,,,126,,21519,1221,,,1221,,,,,,,,,,,,,22740,5058,,,,,,,1642,,33.0000,56.0000,37.9800,713.4300
BUTLER MEMORIAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,40.8672740,-79.8805124,ONE HOSPITAL WAY,BUTLER,,BUTLER,TRUE,ROOFTOP,1,42019,"Pittsburgh, PA",38300,(724) 283-6666,PA,https://data.medicare.gov/resource/xubh-q36u/row-3qh5.b2vu-gny9,16001,390168,390168,657465,2,390168,1,2018-12-03,2017-07-01,2018-06-30,2017,364,t,232,35,,,35,,,,,,,,,,,,,267,21,,,25,,,,313,,46901,7429,,,7429,,,,,,,,,,,,,56164,4269,,,5938,,,,7318,,58.0000,57.0000,,1525.0000
"JELLICO MEDICAL CENTER, INC",Voluntary non-profit - Private,Acute Care Hospitals,36.5736190,-84.1272400,188 HOSPITAL LANE,JELLICO,,CAMPBELL,TRUE,,0,47013,"Knoxville, TN",28940,(423) 784-7252,TN,https://data.medicare.gov/resource/xubh-q36u/row-n2fu-p6zw_cd43,37762,440180,440180,654899,2,440180,1,2019-09-24,2018-07-01,2019-02-28,2018,242,t,30,4,,,4,,,,,,,,,,,,,34,,,,,,,,34,,834,287,,,287,,,,,,,,,,,,,1247,,,,,,,,395,,29.0000,15.0000,,111.0700
LEWISGALE HOSPITAL MONTGOMERY,Proprietary,Acute Care Hospitals,37.1856210,-80.4086120,3700 SOUTH MAIN STREET,BLACKSBURG,,MONTGOMERY,TRUE,,0,51121,"Blacksburg-Christiansburg, VA",13980,(540) 951-1111,VA,https://data.medicare.gov/resource/xubh-q36u/row-3des-4erp_ke8h,24060,490110,490110,654901,4,490110,5,2019-10-01,2017-10-01,2018-09-30,2018,364,t,78,10,,,10,,,,,,,,,,,,,88,,,,,,,,88,,12084,2248,,,2248,,,,,,,,,,,,,15539,,,,,,,,1442,,61.0000,48.0000,41.5500,378.2000
SPOTSYLVANIA REGIONAL MEDICAL CENTER,Proprietary,Acute Care Hospitals,38.2194960,-77.4964500,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,,SPOTSYLVANIA,TRUE,,0,51177,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,(540) 498-4000,VA,https://data.medicare.gov/resource/xubh-q36u/row-vmhu-vfub_yswh,22408,490141,490141,654902,4,490141,1,2019-10-01,2018-05-01,2019-04-30,2018,364,t,93,12,,,12,,,,,,,,,,,,,105,28,,,,,,,133,,19107,1957,,,1957,,,,,,,,,,,,,21540,6772,,,,,,,1493,,44.0000,56.0000,,439.5000
RAULERSON HOSPITAL,Proprietary,Acute Care Hospitals,27.2605370,-80.8298750,1796 HWY 441 NORTH,OKEECHOBEE,,OKEECHOBEE,TRUE,,0,12093,"Okeechobee, FL",36380,(863) 763-2151,FL,https://data.medicare.gov/resource/xubh-q36u/row-vc8e_g3z6_7i2k,34972,100252,100252,654911,4,100252,1,2019-09-30,2018-05-01,2019-04-30,2018,364,t,92,8,,,8,,,,,,,,,,,,,100,,,,,,,,100,,14828,2499,,,2499,,,,,,,,,,,,,17327,,,,,,,,2484,,85.0000,47.0000,,325.0200
FAIRVIEW PARK HOSPITAL,Proprietary,Acute Care Hospitals,32.5342900,-82.9505710,200 INDUSTRIAL BOULEVARD,DUBLIN,,LAURENS,TRUE,,0,13175,"Dublin, GA",20140,(478) 274-3100,GA,https://data.medicare.gov/resource/xubh-q36u/row-hhiu.9x9h.7ym6,31021,110125,110125,654912,4,110125,1,2019-09-30,2018-05-01,2019-04-30,2018,364,t,129,16,,,16,,,,,,,,,,,,,145,,15,,,,,,160,,23743,4632,,,4632,,,,,,,,,,,,,30394,,3745,,,,,,2534,,79.0000,57.0000,0.1900,499.6800
SAN ANTONIO REGIONAL HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,34.1010790,-117.6368620,999 SAN BERNARDINO ROAD,UPLAND,,SAN BERNARDINO,TRUE,,0,06071,"Riverside-San Bernardino-Ontario, CA",40140,(714) 985-2811,CA,https://data.medicare.gov/resource/xubh-q36u/row-g5xk-6es3.hraq,91786,50099,50099,650642,2,50099,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,307,24,,,24,12,20,,,,,,,,,,,363,,,,,,,,363,,60021,5799,,,5799,2957,2535,,,,,,,,,,,71312,,,,,,,,6486,,66.0000,53.0000,,1940.4600
NOVATO COMMUNITY HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,38.0980770,-122.5596600,180 ROWLAND WAY,NOVATO,,MARIN,TRUE,,0,06041,"San Francisco-Oakland-Berkeley, CA",41860,(415) 209-1300,CA,https://data.medicare.gov/resource/xubh-q36u/row-cbru_uws8_9g6e,94945,50131,50131,650646,2,50131,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,39,8,,,8,,,,,,,,,,,,,47,,,,,,,,47,,4957,1221,,,1221,,,,,,,,,,,,,6178,,,,,,,,517,,41.0000,36.0000,,219.7400
LOS ROBLES HOSPITAL & MEDICAL CENTER,Proprietary,Acute Care Hospitals,34.2063980,-118.8826240,215 W JANSS RD,THOUSAND OAKS,,VENTURA,FALSE,,0,06111,"Oxnard-Thousand Oaks-Ventura, CA",37100,(805) 497-2727,CA,https://data.medicare.gov/resource/xubh-q36u/row-bmvs~zrq2-ffw7,91360,50549,50549,650653,4,50549,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,241,24,12,,24,10,,,,,,,,,,,,287,,40,,,,,,327,,60558,5660,1727,,5660,2301,,,,,,,,,,,,74482,,8624,,,,,,4891,,64.0000,71.0000,,1220.6800
ADVOCATE TRINITY HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,41.7262110,-87.5672500,2320 E 93RD ST,CHICAGO,,COOK,TRUE,,0,17031,"Chicago-Naperville-Elgin, IL-IN-WI",16980,(773) 967-5002,IL,https://data.medicare.gov/resource/xubh-q36u/row-wz9w.j9tr_sabj,60617,140048,140048,650686,1,140048,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,177,24,,,24,,,,,,,,,,,,,201,,,,,,,,201,,22559,5735,,,5735,,,,,,,,,,,,,29974,,,,,,,,5968,,65.0000,40.0000,,762.0000
FHN MEMORIAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,42.2958940,-89.6379470,1045 WEST STEPHENSON STREET,FREEPORT,,STEPHENSON,TRUE,,0,17177,"Freeport, IL",23300,(815) 599-6000,IL,https://data.medicare.gov/resource/xubh-q36u/row-p8bx~27wu-28wu,61032,140160,140160,650689,2,140160,1,2019-06-17,2018-01-01,2018-12-31,2018,364,t,92,8,,,8,,,,,,,,,,,,,100,,,,,,,,100,,12271,1368,,,1368,,,,,,,,,,,,,14237,,,,,,,,4514,,46.0000,39.0000,,536.3700
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,41.7203160,-87.7323640,4440 W 95TH STREET,OAK LAWN,,COOK,TRUE,,0,17031,"Chicago-Naperville-Elgin, IL-IN-WI",16980,(708) 684-8000,IL,https://data.medicare.gov/resource/xubh-q36u/row-q7d7-qtfa_384z,60453,140208,140208,650691,1,140208,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,524,123,59,,123,,,,,,,,,,,,,706,34,37,,,,,,777,24,169229,33518,8290,,33518,,,,,,,,,,,,,227436,9532,11491,,,,,,14953,,74.0000,88.0000,236.6300,5031.2500
ADVOCATE SOUTH SUBURBAN HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,41.5669220,-87.6943990,17800 S KEDZIE AVE,HAZEL CREST,,COOK,TRUE,,0,17031,"Chicago-Naperville-Elgin, IL-IN-WI",16980,(708) 799-8000,IL,https://data.medicare.gov/resource/xubh-q36u/row-qvb6.mvan.67p8,60429,140250,140250,650695,2,140250,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,213,20,,,20,,,,,,,,,,,,,233,,,,,,,,233,,32136,4961,,,4961,,,,,,,,,,,,,38306,,,,,,,,7804,,68.0000,45.0000,,1015.5500
EASTERN MAINE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,44.8080922,-68.7517371,PO BOX 404,BANGOR,,PENOBSCOT,TRUE,ROOFTOP,1,23019,"Bangor, ME",12620,(207) 973-7000,ME,https://data.medicare.gov/resource/xubh-q36u/row-2mv7_y4vm-bcwh,4401,200033,200033,650703,2,200033,5,2019-05-30,2017-10-01,2018-09-30,2018,364,t,246,44,23,,44,,,,,,,,,,,,,313,,36,,,,,,349,,79827,15025,5449,,15025,,,,,,,,,,,,,103274,,6970,,,,,,5839,,93.0000,90.0000,24.3900,3938.1300
ST MARY'S REGIONAL MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,44.1014140,-70.1982160,93 CAMPUS AVENUE - PO BOX 291,LEWISTON,,ANDROSCOGGIN,TRUE,,0,23001,"Lewiston-Auburn, ME",30340,(207) 777-8100,ME,https://data.medicare.gov/resource/xubh-q36u/row-9zvb_vyvi_ykdt,4243,200034,200034,650704,1,200034,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,126,14,,,14,,,,,,,,,,,,,140,31,,,210,,,,381,,18409,2245,,,2245,,,,,,,,,,,,,21706,6821,,,70678,,,,2017,,44.0000,42.0000,,1311.3000
